rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
39411	40417	43059	41566	32667	43495	43269	35586	43647	26760
39412	32115	37604	37174	20249	32398	31631	44471	34068	22221
39413	32898	28753	31126	42210	29112	28501	35134	28856	37170
39414	41453	37083	43352	38409	30606	31128	38297	36277	24657
39415	29488	29305	34178	32660	28136	28270	43207	25504	4104
39416	32006	39610	40636	29992	38796	38914	41465	39368	27120
39417	34906	36315	32281	22684	36834	35801	39579	40450	42821
39418	40266	44071	32567	12984	44351	44449	30613	44190	20119
39419	44362	33732	38815	24797	38513	37913	32615	29008	29356
39420	35534	15971	35950	42858	24342	23379	31132	22888	29979
39421	44715	44304	40076	28392	44732	44657	32428	44080	31740
39422	31571	33461	35513	40041	24693	24193	26842	30292	9079
39423	44121	43943	39317	26299	43618	43771	39950	43344	27034
39424	37329	41410	41113	31323	38765	38316	32583	39471	21802
39425	35290	42336	35293	38898	41987	41809	30854	40190	34987
39426	43369	19130	38819	24807	20493	21672	37516	11871	8975
39427	37045	43876	36463	18536	42632	42444	44635	43105	35540
39428	32790	14752	33910	14810	18288	18512	28435	13442	36731
39429	43019	24986	38869	24933	13950	13197	35126	27197	34390
39430	41491	31623	44226	41479	23175	22682	39568	30064	5369
39431	35902	27435	44280	41662	28933	30221	39429	30594	16095
39432	42628	41662	39647	27173	37732	36682	31059	40677	21174
39433	43353	23412	45052	44742	31169	31049	40965	23018	27096
39434	31608	34815	31265	43700	31030	31288	33302	33128	18754
39435	16882	18218	31162	17744	26510	29793	31517	22320	30598
39436	39248	43653	43613	16978	44533	44469	40378	44958	39716
39437	30602	15519	30990	17382	18375	15717	27416	27703	43466
39438	43978	44052	38303	23314	43220	43731	35744	43899	33108
39439	28000	16806	37076	20009	9523	9613	32266	16263	22232
39440	39809	44200	34802	36200	44475	44356	42965	44449	40302
39441	44078	35308	44723	43320	38717	38380	39559	36498	24802
39442	42946	39588	37961	22366	31573	32309	40939	39465	24719
39443	39758	22980	40480	29537	22885	22065	38395	16253	33574
39444	32100	44620	34561	34822	44833	44886	32440	44780	26424
39445	44774	33930	43149	37765	34582	33700	39785	29006	41405
39446	42716	35096	41804	33380	32885	32640	42300	37870	29755
39447	18305	25247	30182	5386	36810	36399	26126	37432	25260
39448	41400	44431	42013	34023	42325	42881	42117	43415	4455
39449	38714	39595	35938	42756	36028	36140	30719	36573	33841
39450	40063	31559	39151	25850	33504	34588	42991	32609	34223
39451	42823	39904	40586	29845	37072	36420	37949	37067	22971
39452	33410	31739	36156	44101	33666	34891	28618	27391	20986
39453	41626	38609	41080	31226	34563	34744	32016	37861	8589
39454	40707	31710	41584	32710	32710	33203	42800	36521	17255
39455	42017	38256	43050	37429	38594	38665	29770	36391	21525
39456	35619	11048	35213	16716	13023	12791	24953	8908	12613
39457	42608	38081	40053	14026	40581	40296	31644	41475	11674
39458	42679	42172	34601	35079	43388	43393	37393	43438	35542
39459	43928	36698	37556	21311	33444	33996	39808	33120	14153
39460	31284	29317	26541	43784	31450	31645	26565	30381	21636
39461	30938	39360	39105	25711	38187	38014	44110	32238	19979
39462	38725	19558	32879	25868	9651	9875	31395	28255	28749
39463	24870	40572	30972	40809	40722	40707	31112	37866	19428
39464	38202	35787	35852	11285	40512	40538	35127	40371	17748
39465	37731	28260	40721	30216	19876	19418	43663	25583	11576
39466	39902	14263	38424	23648	7641	8059	43708	15373	5447
39467	34502	38292	39668	27213	37219	38003	43726	36609	21513
39468	42359	24447	37674	21609	13174	13388	41874	15513	13805
39469	34197	42107	38311	23330	42117	41938	44112	42258	37035
39470	37000	20080	35667	40920	10742	10586	36760	17120	6366
39471	36850	36384	34870	36510	33335	32918	33035	37671	12287
39472	35856	40465	36152	44065	39173	39312	28570	38094	22114
39473	29390	22326	44601	8413	36417	37491	37487	38885	24040
39474	31335	31086	43469	38794	32502	32276	39782	31433	8917
39475	37438	43644	43090	37552	43829	43995	39090	42869	11357
39476	29927	41516	36695	19090	41903	42128	44784	39963	20077
39477	39108	42383	43484	38859	38704	38647	30548	40875	11269
39478	41796	32257	37896	22203	24062	24301	40207	27854	13457
39479	43566	36853	41404	32209	41126	41064	41010	32636	39991
39480	37656	37130	45095	44920	38451	37976	44510	36602	32478
39481	38421	38907	44864	43927	43459	43110	38987	43018	31448
39482	36201	38446	40940	30852	38725	38251	40033	34236	16471
39483	32891	44645	43855	40125	44744	44567	41404	44740	41488
39484	39226	35292	39896	27857	36371	35861	36365	32751	9690
39485	39849	41582	43488	38866	41942	42387	38957	39130	22073
39486	36839	35569	42984	37172	34099	35197	41922	31666	20868
39487	27791	35167	42481	35519	29136	28848	43985	33997	18553
39488	41398	37848	34865	36491	37872	39173	37828	36715	23180
39489	40217	44114	37864	12439	44920	44783	39444	44743	32983
39490	37463	43429	44738	43363	41371	42099	42817	43977	26685
39491	44513	34021	38816	24800	35335	37309	31921	29098	36613
39492	29235	35852	44660	43113	29731	29181	32381	35759	31985
39493	28444	41242	29165	23748	38751	38545	31736	39422	15090
39494	26943	21873	30986	40959	14837	13890	26021	26000	31489
39495	39876	37642	43990	40541	41827	41517	34851	41057	27173
39496	34891	23016	36356	18312	14696	14776	42607	15869	3088
39497	42657	36433	39265	26155	27600	27026	40290	38871	25175
39498	39023	40142	38737	24600	39844	39428	42922	40731	31172
39499	39963	20023	37049	19947	7907	7765	36031	23165	10366
39500	43348	30886	42975	37145	25624	26252	29630	25326	20013
39501	36826	31687	41169	31468	26169	26465	42931	24233	29497
39502	34303	44188	43494	38883	43558	43597	43990	43652	25614
39503	32692	21278	41424	32278	11461	11297	38731	20416	14720
39504	37334	44878	36348	18303	45047	45028	41159	44608	39613
39505	43470	41416	38942	25131	42660	42418	38629	42285	25357
39506	30974	23322	32034	21470	29246	30088	36963	19386	27081
39507	34177	26636	37788	21914	31620	31019	44105	18463	15194
39508	30027	17757	26380	40661	6854	6859	21890	14780	5227
39509	31288	16075	36726	19181	14009	13581	44845	14723	6682
39510	34873	28619	40849	30576	33001	33487	38034	31280	11870
39511	31914	36273	41299	31869	27300	26611	22846	33088	14219
39512	37418	27733	37779	21895	34396	34624	42840	23437	40742
39513	31216	26984	42655	36086	16152	15959	43835	28005	5978
39514	41253	23017	37469	21093	24437	23904	40755	22033	9245
39515	33595	29959	35507	39997	35924	37467	37741	28471	22968
39516	38974	38671	31987	21232	32622	31988	35592	37268	25831
39517	42107	16508	43284	38198	17730	17583	33267	15419	43318
39518	37530	42146	42922	36968	41241	41724	38100	41742	23462
39519	43767	43640	37098	20055	43264	43352	40754	42458	23957
39520	33996	40710	35093	37769	38553	38036	32659	40488	40058
39521	34369	42272	33359	28456	43570	44094	40704	44515	42482
39522	40666	32598	41481	32423	29818	29783	34138	26671	41389
39523	41257	28407	44221	41462	31821	30379	36931	33808	19747
39524	37743	22261	33309	28174	19947	19910	32727	20626	4914
39525	42094	39535	42705	36237	32854	32962	33364	36162	19659
39526	40385	44506	36660	19004	41957	41302	41411	44503	35484
39527	35852	37727	34724	10596	42501	42024	30158	43141	33401
39528	44104	43123	40009	28215	40922	41267	34055	44871	34977
39529	44453	28651	43125	37681	30164	30271	30791	23523	11005
39530	36313	29112	32912	26060	28019	28838	42734	22992	2122
39531	31418	39647	31296	43949	37280	36994	26947	35657	39500
39532	36782	20245	38842	24866	10355	10280	41810	15881	2114
39533	39779	10497	36698	19114	9221	9038	44010	5613	28884
39534	36040	23120	44751	43402	24862	26144	42649	25679	18390
39535	33571	34808	31337	44342	29661	29393	25914	33914	7450
39536	44547	35583	39324	26311	32588	32361	42267	31564	9321
39537	31711	23559	34739	16028	32666	32754	41033	33566	24569
39538	36271	36613	42861	36728	40993	41801	39764	37366	19010
39539	35014	42123	39967	28095	40087	39639	43418	41612	30371
39540	36592	23899	29400	26090	17336	16905	26388	16241	12899
39541	27965	23973	43803	39961	27403	30042	44324	21120	26070
39542	36870	41794	34312	33396	42755	42365	29114	42626	33274
39543	33395	32499	42539	35717	23172	21041	44065	39496	43779
39544	36318	40393	36082	43629	38719	38954	32382	38387	24425
39545	44800	42001	39212	26005	42007	42139	33309	40006	20065
39546	38740	18115	31992	21246	13831	13284	41390	14909	21317
39547	43484	37343	35744	41354	20613	24966	26619	37668	23166
39548	41270	38353	44686	43192	33844	33310	41829	35262	6699
39549	43257	16597	40344	29162	8142	9098	40122	15345	4332
39550	39921	41702	38927	25088	38238	37884	40770	40727	20339
39551	39072	39849	39631	13705	40648	41287	35561	40775	6007
39552	36010	15604	40598	29870	18084	17950	34611	10076	7263
39553	42669	43053	39270	26167	44195	44348	37336	42262	42933
39554	42984	29721	44161	41171	30238	29909	30024	26502	14052
39555	37204	40975	39038	25482	31311	41076	39704	37541	42649
39556	31030	22474	37333	20673	22296	23644	44799	20388	17311
39557	35488	44143	31224	43241	44137	44331	24542	43701	25615
39558	43529	41526	37295	20565	41482	41116	40146	40217	23179
39559	42511	20749	43764	39841	28358	28965	37220	13628	20277
39560	31473	16661	36024	11380	22339	22272	25058	23274	13846
39561	43657	30330	40674	30090	21886	21823	30214	20981	15504
39562	33890	23470	35677	17376	26616	26380	24159	27057	4309
39563	43177	18601	42287	34928	10041	10170	33907	13882	32646
39564	34579	26026	34651	15905	38655	37986	26546	26180	41039
39565	42451	18810	43282	38188	18503	17696	38467	15896	36387
39566	32742	40325	27786	34480	41731	41321	28223	40160	20365
39567	37291	42329	38751	24639	42160	41822	42845	43104	29567
39568	42857	34135	43908	40275	37027	38182	37702	39058	29970
39569	37513	24312	39222	26020	17580	17412	44405	21315	22493
39570	32719	15138	33134	13723	22564	21784	31808	18043	12561
39571	38892	21320	33445	28863	26143	27016	31151	14888	7482
39572	36667	28520	41959	33840	32439	32202	43751	23436	25411
39573	34705	38923	38056	22633	30433	30402	31671	35967	20256
39574	41380	42704	38110	22764	42665	42691	36983	41950	41636
39575	40279	33993	36075	43600	26269	26070	30581	30500	1404
39576	35407	21196	43067	16447	34137	34235	36742	26398	23924
39577	32681	27958	36598	18859	16613	17651	44234	32864	33482
39578	36426	30205	34298	33307	21467	21847	29611	32633	15268
39579	39044	32769	36977	19787	23310	23361	40683	33075	14305
39580	30672	43757	26314	39484	43807	43637	18788	42865	13293
39581	40265	29682	38823	24817	23118	22793	42015	31848	33976
39582	40788	43884	41594	15193	44620	44409	31172	44340	38169
39583	36767	38350	42966	37113	36983	36758	34042	39970	24301
39584	29975	26296	35544	40210	14333	14163	32270	20513	2500
39585	32838	38710	35786	41616	40686	40494	42878	35996	27473
39586	44780	40050	38223	23090	36859	38082	35301	35487	3577
39587	40283	33723	36218	44429	33563	33059	35288	30555	4825
39588	41477	42669	36953	19721	37807	37553	32019	42742	25519
39589	43204	19828	39153	25853	27220	27671	36422	11930	31203
39590	33983	24296	44578	42831	18977	19085	43892	14815	31595
39591	44621	43480	37373	20793	43013	43111	31605	42920	22109
39592	26609	27476	23248	44665	24210	23918	21353	23038	25110
39593	32694	33750	40328	29109	22767	22676	38681	35254	16963
39594	44466	34434	37703	21700	26944	27525	36227	27908	17184
39595	35701	42334	29865	30458	41092	40798	29419	43343	35927
39596	30438	23851	34815	36247	22746	22583	26557	21263	7780
39597	40114	35742	39414	26569	38232	38790	40861	39720	25901
39598	42119	44888	42968	37116	44774	44711	43196	45068	40012
39599	40742	43736	44778	43517	44029	43975	33741	43604	29748
39600	28853	44706	39700	27294	44595	44556	40580	44662	37933
39601	26472	24144	28299	41209	23674	23158	25433	19010	26060
39602	34396	24450	28765	19995	22947	22410	24760	18376	2201
39603	40558	28996	40042	28305	26757	27355	39961	29975	8003
39604	32520	12873	36509	18645	6358	6827	44455	5110	40909
39605	37015	20470	45051	44741	13953	14366	33621	12651	22313
39606	35513	32740	37009	19858	22460	22839	44235	27222	17089
39607	33452	32353	35369	39320	38611	37775	30993	37187	41799
39608	28485	22358	35364	6647	30534	30691	34729	34431	26006
39609	44816	21831	38319	23350	10288	10199	26083	14298	3896
39610	37169	22275	41875	33580	18087	18379	42214	16561	3134
39611	20025	19812	34681	35627	21072	20917	26788	15496	16049
39612	40562	34794	34260	33148	27261	26664	29397	32469	6747
39613	40869	32123	38612	24210	21685	21364	40902	33971	25250
39614	22258	26413	33023	26598	26350	26010	39790	26642	43348
39615	41178	38582	42796	36540	34627	34204	40622	37899	24983
39616	41837	27054	41671	32954	11598	11249	33964	26247	6853
39617	42545	44044	41133	31385	44040	43682	39564	44521	36678
39618	40035	14906	40952	30878	22204	20258	40682	14417	44170
39619	37866	25433	32828	25548	18996	19201	31089	19044	12162
39620	42155	34754	41888	33614	32472	32295	43008	31856	18376
39621	34663	19357	42443	35380	16986	17077	37590	16632	40291
39622	37879	12846	36233	44592	3684	4075	25243	5215	3546
39623	41575	39799	36392	18376	38810	38824	40426	38785	41058
39624	33811	16302	34246	10251	25515	25497	27086	21886	21194
39625	30417	42077	28973	22017	43095	43234	35167	43019	36886
39626	40922	39197	37967	22384	37988	38190	40104	36248	12052
39627	43280	24485	37624	21464	17494	18877	42621	23713	19517
39628	34741	44991	32293	22743	45059	45128	40458	45150	24578
39629	44853	38468	43409	38593	40767	40814	28257	33054	29898
39630	34292	37144	39501	13609	43977	43651	42453	42878	35604
39631	22992	27610	40530	29676	18770	18264	29155	25380	2497
39632	36570	41729	36699	19117	37866	37274	36573	39695	21621
39633	43128	22015	44361	41921	25728	27256	37831	23696	43000
39634	35905	37658	32740	13155	42764	42389	35768	42707	29450
39635	34161	26967	29073	23025	29197	30523	29982	21524	34001
39636	43681	16523	43303	38261	13396	13693	37458	11873	33159
39637	44876	42684	37536	21274	42734	43105	33221	42789	23224
39638	34644	41864	35953	42869	42268	42133	33357	42127	21519
39639	42757	42777	34040	31989	43362	43117	32782	42508	37754
39640	35109	7513	31061	41627	1417	2015	29143	1895	26442
39641	41913	33511	32208	22370	27726	28742	30696	24550	10527
39642	40074	40569	37215	20351	38865	38678	40887	39627	20483
39643	23259	34583	41463	32390	29030	28381	36647	34013	13905
39644	39588	36985	38460	23762	32614	32460	39696	33727	14233
39645	33082	42560	33077	26917	41560	41029	31188	40842	21511
39646	32808	44589	42737	36362	44469	44269	42221	43985	31564
39647	43759	42265	41149	31414	41883	41773	39866	41673	9143
39648	31853	37066	34950	36953	42340	41890	33085	36811	37116
39649	44783	31631	38401	23576	36857	38147	35327	26629	44671
39650	37785	22264	36600	18863	11798	12180	43148	13786	1427
39651	31312	32096	40215	28767	15281	15949	42025	32465	15838
39652	28954	31429	33814	14661	35310	35910	30699	34162	7851
39653	34607	40105	40459	7539	44092	43848	34020	44288	37269
39654	43785	42391	37455	21061	39467	40208	31754	42049	4571
39655	44556	43405	40272	28925	42012	42152	31152	43861	24304
39656	39555	35973	44739	43364	38321	37891	42242	36739	38317
39657	43455	32725	39550	26913	34194	33556	35975	29362	21106
39658	37184	42604	31738	19938	41100	40545	32668	40879	35547
39659	42707	41634	43205	37929	39188	38326	36745	40608	40000
39660	31530	33517	36931	19665	26120	26011	34858	29987	20431
39661	25966	26029	35912	42578	28696	28350	42241	22310	5844
39662	36334	20067	38546	23992	19756	19455	41173	12853	14181
39663	42424	32810	34648	35450	27972	27329	33411	27530	12225
39664	42656	26150	40463	29495	27076	28203	40285	27595	26356
39665	40615	29771	41694	33024	33486	33193	34705	26619	15476
39666	43847	41248	37694	21670	43387	43144	37776	40614	33323
39667	38062	43359	43629	39365	43017	42751	44557	43045	24585
39668	37758	32698	33089	26965	32351	31509	26670	30231	22943
39669	38882	41685	32629	24535	39919	39907	40254	41330	27527
39670	39450	41769	37958	22354	38050	37413	36281	40821	24446
39671	30886	8842	36426	18459	2593	2640	43778	3506	3779
39672	40412	39966	41904	33651	38119	38652	37700	39083	30405
39673	41431	40790	41842	33485	42686	42564	31943	42062	39582
39674	44064	22662	43939	40372	28788	28076	34303	16565	37786
39675	32556	15227	36005	43174	6340	6199	41754	8776	2231
39676	33720	31047	34381	33796	20410	19716	29454	30261	26388
39677	29526	40717	40927	30824	35174	34668	35410	39088	36802
39678	36027	14528	35924	17781	26984	26349	26230	18325	34871
39679	41971	40781	39130	25788	35399	35198	34786	39983	32954
39680	35398	26400	33585	7543	32201	32322	37818	39096	34363
39681	40138	38844	41985	33944	36490	36384	40469	36598	13790
39682	44351	39874	41673	32957	37716	38317	30876	37502	15609
39683	38853	43043	44629	43006	40178	39781	40034	39926	16291
39684	35113	20389	40839	30557	12237	12372	44303	12400	680
39685	41262	27413	38462	23771	21765	22522	35193	20448	9425
39686	27182	39283	33248	13895	41641	41487	36840	41219	27858
39687	28091	30495	24850	10516	39711	39249	18487	39823	35210
39688	36890	22032	36162	44133	26587	25687	32056	16590	28794
39689	43900	25360	41185	31508	31566	33108	37288	19658	22700
39690	36171	36576	29343	25525	32810	32578	26092	31632	29859
39691	23027	37926	41332	31976	33014	32440	26734	36520	1221
39692	39653	28993	44487	42473	26469	25825	38720	27601	24613
39693	39851	28873	44618	42983	24081	24499	38985	27090	14007
39694	41927	36737	40068	28378	38353	37667	30636	38640	27940
39695	24526	15280	42329	35062	11965	11850	43818	8478	39625
39696	34748	34023	30067	15134	33336	31328	23801	32195	24346
39697	34905	43514	36495	18623	40416	40105	42428	42318	37822
39698	40041	29578	37908	12468	35750	35360	28701	36166	23069
39699	44315	43521	38469	23786	39730	39248	35906	43278	16305
39700	34102	28836	35587	40494	24607	23805	31234	22692	14544
39701	35849	15601	33846	30826	13775	13723	30735	8111	32969
39702	22017	14641	27973	10760	17757	18685	24951	19126	11513
39703	38985	26021	41915	33682	31633	31164	40623	29521	35478
39704	34523	43329	44569	42792	41205	40892	31233	42848	23480
39705	44361	37117	43835	40072	28341	27655	29399	38918	27248
39706	42788	19837	42289	34934	19556	19560	41104	14666	11411
39707	42565	32727	44553	42684	34438	35155	37839	29965	25568
39708	30176	12004	38568	24068	7002	7093	44707	5920	15835
39709	39525	38600	39327	26322	38434	38827	39892	39694	25404
39710	36103	39527	39728	27359	34667	34505	41651	39565	17317
39711	43729	33165	42694	36202	35434	36191	37200	33300	30226
39712	28933	14246	36097	43706	8802	8790	39687	10422	4245
39713	37192	41508	31068	41669	41788	41649	28828	40309	36432
39714	40877	43481	38384	23534	43615	43293	41513	43897	41735
39715	27683	22114	31377	44757	19210	20159	27884	16822	3458
39716	31342	42449	37909	22227	39557	39118	43390	41645	40333
39717	38327	44913	32885	25913	45096	45066	26722	45069	42939
39718	42367	35311	36505	18634	27513	28204	42661	27521	15013
39719	41020	19011	44103	40926	10688	10340	36036	19524	9441
39720	35341	40505	43160	37792	40748	40588	30546	39501	33062
39721	39246	30938	35181	38241	32923	31793	27510	29078	31806
39722	40227	38012	35132	37968	42122	41928	27007	40157	5170
39723	39542	42080	34448	34131	40063	40005	29169	40097	32722
39724	25968	42037	35032	37436	39194	39011	20111	39590	33138
39725	38315	34741	37777	21890	38935	38434	43555	36585	33012
39726	37516	35117	34421	33977	25932	26008	29520	32617	16528
39727	33779	32053	34152	32537	25958	25407	30555	27535	15698
39728	43502	26466	38892	24995	16208	16185	35622	26087	16911
39729	41353	37908	38989	25304	29854	29759	33230	33004	7154
39730	43975	38647	42306	34992	38242	38239	34607	36534	17270
39731	44807	28987	39720	27335	33764	33940	35563	27321	19858
39732	39164	35000	36833	19406	35390	34706	40767	32146	32886
39733	40166	41705	31850	20464	41620	41011	36459	42647	30490
39734	34422	23594	41246	14939	28253	27784	43874	28781	41875
39735	41967	33848	42238	34756	23211	22337	40475	30685	5568
39736	42140	26903	39624	27115	18142	17777	40333	21454	14635
39737	43643	40642	37610	21431	37330	37180	40202	37531	22419
39738	35889	33101	36213	44404	36091	36137	35143	30765	34084
39739	32033	16874	32765	25161	18957	22248	31247	11931	10154
39740	42551	25180	42493	35555	29975	29271	37931	18292	22757
39741	38344	30157	43013	37258	27301	26929	41815	33621	10443
39742	36302	20686	32927	13410	24946	25011	31551	22134	8578
39743	32573	28317	29585	27829	22686	22219	30208	24295	6506
39744	34289	31957	33124	27141	19097	19357	36858	27160	11661
39745	43042	38528	43222	37987	42336	41812	34505	42888	39375
39746	31633	30762	36291	45028	25236	24919	30260	28175	3340
39747	19826	36265	30517	36708	33319	32799	39451	36446	20590
39748	39155	32042	35022	37395	34904	35716	27019	32432	24328
39749	33626	34533	41417	32259	37327	36966	41381	31875	14704
39750	36330	38845	45067	18175	42407	42713	40732	43327	27877
39751	38600	23392	41588	15189	23626	23328	41283	26095	3549
39752	19989	37881	32611	24428	31846	31576	37612	36329	25252
39753	43813	19143	43009	37248	19008	18506	34381	11090	42896
39754	37432	21011	43279	38181	17500	17636	27066	17081	14200
39755	37929	41185	35393	17003	43455	43538	38313	42962	36350
39756	39721	34459	44299	41718	33052	33611	42809	27127	30535
39757	40854	41418	43029	37318	42438	42184	36294	41447	39557
39758	42007	43315	43451	38747	43595	44078	30733	42388	33049
39759	32004	28917	36106	43778	17593	17085	27251	28441	9309
39760	43955	42687	32383	23252	43499	43748	37838	42359	33869
39761	44859	35116	37590	21387	37586	37428	36689	35581	18141
39762	39144	43742	38669	24382	43285	43533	42785	43334	21925
39763	37720	23396	35597	40551	19425	19335	24208	17938	2420
39764	37191	25393	35578	40457	20743	20688	27467	20510	6810
39765	37925	16711	37606	21422	15635	17658	42726	18044	16180
39766	42250	44344	35163	38156	44512	44474	29967	44127	28877
39767	36840	41068	41688	32995	35499	34813	41908	41099	33892
39768	41438	25458	45131	45066	21842	22226	38520	22734	10609
39769	29279	36209	35437	39604	29764	28868	25476	35507	9792
39770	30723	16284	35183	16669	16127	16248	30493	21253	17144
39771	35697	22560	35800	41723	11623	12099	34856	13852	4530
39772	34920	37029	42659	36099	35423	35485	42499	35485	8214
39773	34105	41161	44110	40974	39257	39535	40716	40341	18515
39774	42642	30535	40928	30827	28283	28060	31901	31352	24204
39775	24375	21533	30335	35059	23892	24460	34444	21231	9074
39776	29878	44942	36414	18429	45012	45013	44164	45090	39069
39777	37586	41458	42363	35146	40956	41244	40291	40522	22595
39778	40607	44219	39757	13771	44924	44912	32450	44836	22353
39779	29426	29174	32825	5992	38384	37938	32744	38665	21793
39780	38068	36626	32631	24548	37083	36713	28295	34905	22940
39781	42993	44699	37169	20231	44803	44649	42532	44673	35361
39782	32239	32331	34626	35249	27303	26992	37160	32811	16610
39783	44381	42153	41062	31191	42840	42640	31595	42793	7113
39784	38800	43970	31805	20242	43803	44030	35140	43856	16867
39785	34770	22733	41813	33410	27007	27470	42213	21329	12421
39786	36634	13531	33812	30703	13569	13844	35581	7315	20341
39787	41677	37885	40294	29002	35007	35191	37371	34016	34022
39788	33173	36293	32502	12895	39540	39139	29540	38782	22604
39789	42764	31606	37980	22408	33401	33037	42176	28025	9341
39790	43569	33387	33307	28167	23248	22789	32233	35356	29865
39791	42589	32602	36006	43176	25508	24741	24669	28698	22116
39792	42135	40771	36739	19210	41019	40083	42431	41011	29514
39793	42002	21716	39363	26436	15294	16238	38882	10252	22779
39794	43419	26085	43595	39232	24388	23927	33939	21679	8434
39795	39121	12652	40057	14028	13200	12713	28942	24947	10026
39796	32064	37380	24480	26378	33604	33354	22076	38924	25651
39797	34339	18350	29313	25268	26167	26180	24633	11554	29873
39798	43203	19349	41597	32745	25314	24122	36383	13463	16435
39799	42640	38650	40311	29052	31733	31421	31896	39966	33994
39800	37874	28949	32726	25008	24046	23593	29992	25962	35825
39801	42509	33434	43844	40099	30158	30930	29870	30070	8923
39802	43720	36530	35377	39352	30931	30417	26795	37378	19086
39803	27673	23329	41209	31597	12914	13040	21343	18636	2804
39804	20629	31633	28443	17942	33211	33105	19337	33828	26365
39805	35998	28928	34606	35108	25879	26340	33795	26390	16060
39806	36529	36781	36154	44093	35754	35878	30811	33371	29532
39807	43224	32504	45046	44695	34754	34498	31908	31167	18270
39808	38306	43241	37735	12344	44505	44769	38638	44265	41317
39809	41291	44297	37414	20916	42461	43136	35418	43198	4948
39810	35755	25775	30931	40416	30007	29757	30676	26739	35251
39811	37904	39410	29870	30509	38858	38074	26139	39147	25345
39812	36819	32023	40664	30070	32101	36284	38668	38613	27658
39813	43196	43572	37357	20742	42984	43192	39928	43517	38090
39814	44546	21400	42097	34288	24773	23689	34974	20153	4156
39815	31998	34148	36022	43291	41821	40942	38309	38567	41033
39816	35512	38856	33940	31366	29280	28406	31667	38193	16575
39817	32863	40857	41615	32791	43412	43092	43413	41203	40842
39818	31507	19709	32515	9138	36392	36042	28735	26198	37879
39819	39475	21696	33820	30739	10632	10997	32377	17739	13032
39820	41489	38596	37971	22390	34873	34465	39473	33543	25142
39821	41871	42502	34420	33974	41767	42131	24482	43340	27210
39822	31649	23000	31895	20658	12629	13279	40319	28489	20984
39823	34795	12199	35779	41591	4371	4135	40538	8017	35849
39824	40986	14938	44192	41339	8747	8639	33262	6651	4630
39825	36873	33939	34674	35597	33502	32725	36871	32582	23110
39826	42045	27670	36858	19458	20740	24814	35540	18871	30214
39827	44797	25382	38286	23266	30700	33087	31695	21441	41997
39828	36914	42618	30162	33408	42672	42700	29534	42740	35797
39829	26990	38758	35017	37356	34222	34754	38293	37678	17666
39830	43814	17979	41535	32579	6796	6307	33594	15734	6807
39831	38752	44403	34708	35747	44507	44439	36917	44706	34874
39832	37932	24225	31639	19476	11617	11306	32007	17619	2389
39833	34290	16069	32855	25730	22306	21734	38876	10317	33932
39834	44750	40221	40460	29491	35139	34679	28456	40811	24970
39835	43364	34845	40994	30981	33300	32729	42053	31204	21068
39836	35011	15730	35989	43082	15445	16044	35777	12847	6031
39837	44984	34120	38719	24545	36356	36299	31919	31593	7403
39838	44615	32371	39565	26946	32601	33021	34340	29146	7176
39839	37059	18691	44148	41094	22228	23187	43442	20509	8371
39840	44202	21399	42734	36346	22209	21539	31511	17086	19244
39841	44409	23712	38859	24906	16306	16339	32616	19227	18088
39842	26663	19511	29034	22663	11811	11772	25908	11829	766
39843	41587	31090	43061	37461	36698	37342	41817	25264	9113
39844	42603	15279	32177	22207	12065	11877	37385	11172	22177
39845	44451	33155	43840	40085	33158	35554	33958	29704	29907
39846	36199	34210	43802	39960	31471	30871	40021	32253	26016
39847	32989	21136	32060	21662	8177	7940	40876	18695	2259
39848	33041	19928	34022	31853	20020	19768	43093	15466	19803
39849	42330	37709	40411	29367	34947	35026	40778	37171	41056
39850	38718	40160	43538	39044	39387	39544	41299	41316	27406
39851	39173	43666	31409	18217	41670	41595	37881	41828	33980
39852	40121	31494	42735	36355	22089	21541	30464	27764	22248
39853	42849	36164	32051	21597	21239	20535	32976	34790	9501
39854	31598	25443	40134	28545	23550	22488	42994	25459	21773
39855	36624	30383	32969	26303	29114	28455	38689	31984	30984
39856	43425	23608	42545	35748	26458	25907	40251	27246	33037
39857	42139	33566	39736	27376	34172	34041	33241	31880	41076
39858	36749	37057	34754	35968	36797	37216	28652	35853	3481
39859	33787	34774	34009	14948	41422	42074	29656	42941	37870
39860	37733	17681	35143	38026	6184	5962	27964	15300	3460
39861	36601	43776	30236	34149	42668	42725	36326	43239	9247
39862	37518	43269	43335	38350	41079	40934	43512	42264	35427
39863	43715	27069	38559	24037	20994	20839	30590	26902	13581
39864	39042	32852	38143	22845	29459	28897	40666	34085	15163
39865	39064	43138	43086	16467	43887	43793	32150	43926	34283
39866	36644	30314	33795	30626	26052	26054	32628	23976	2785
39867	37264	33345	40973	14721	38842	39807	38168	32072	32027
39868	33572	24544	43968	40469	18610	20146	38838	17405	27339
39869	37997	43482	35843	42058	43419	43781	30500	43203	32303
39870	30574	31574	35625	40706	23202	22933	40149	34193	44700
39871	38350	41401	38854	24893	39298	39713	40369	39338	20378
39872	32787	33315	28361	42146	35288	35270	22268	28408	43530
39873	28331	13210	31208	17859	20891	21127	23295	13995	19616
39874	30937	24510	37884	22181	9747	9524	44132	19587	10135
