rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
17506	9599	31761	32025	21436	31123	31693	44580	28590	9308
17507	14641	10980	25365	20439	5362	9221	22321	8256	29963
17508	13359	6547	12636	14338	5214	5480	13643	5404	25626
17509	16273	31116	28753	8677	39475	39442	23715	35630	15007
17510	17369	32019	27298	27951	31816	32085	25701	24597	1821
17511	26767	31260	21012	35941	38327	37679	21516	33753	38168
17512	20150	14494	17363	16090	25831	26237	18960	22609	24039
17513	18218	19490	12374	8907	20792	20257	11207	25605	10672
17514	11327	39241	26068	34335	39849	39691	38279	37083	22044
17515	15045	42380	19997	36590	41884	42108	27718	40653	30177
17516	6900	23972	36067	43551	21537	21888	33272	17070	4676
17517	13394	31967	23667	30636	31032	30545	23497	29523	34532
17518	7846	9901	34682	15960	10244	10003	37040	8108	9225
17519	6877	37595	36062	43528	34439	34820	36769	33333	28030
17520	16566	14158	12325	15089	16834	16020	11857	19867	36032
17521	10900	18113	34432	34034	26335	25934	39653	20734	20176
17522	18022	34012	29808	29911	31867	30931	27238	32381	21288
17523	22187	24573	23507	26165	21365	20585	26914	22522	8325
17524	21272	18854	22656	13282	25723	25410	30782	20604	36550
17525	13899	33010	28709	6862	42109	42726	38260	41258	34453
17526	15997	19006	16087	44476	25560	24866	17146	22745	27552
17527	6897	24678	33878	31042	23535	24398	35328	20321	5179
17528	19485	31679	35777	41569	23400	23020	34310	26938	5495
17529	16251	14830	18926	17392	36404	36706	17727	19243	42551
17530	16097	21233	19162	31825	21421	24136	19654	13776	19413
17531	8571	30977	29816	29952	30519	29899	31037	29023	16584
17532	9612	42673	34368	33707	43777	44420	38276	41648	44799
17533	20165	17119	31482	18577	14076	13531	37099	10021	32041
17534	16595	44356	32779	25265	44131	43959	34945	44169	38755
17535	15774	43927	33086	26956	42921	43169	44358	42983	14999
17536	22879	9060	28227	40067	3287	5168	36900	4104	15157
17537	18499	21805	27745	33832	12688	12412	25373	17261	12043
17538	17738	44419	12092	22045	44700	44665	11264	44710	42427
17539	10333	42259	32989	26386	42953	43475	38097	43660	42610
17540	10331	36464	36168	44170	38878	39835	36781	35201	39344
17541	13366	31980	13319	17840	28016	27905	11823	31881	41394
17542	10892	15504	28651	18905	10931	10504	32110	14638	36726
17543	8526	22066	34902	36746	30599	31490	41750	22612	13393
17544	11532	11479	27575	10088	14992	14982	20820	15155	17735
17545	10292	39572	25783	29080	42838	42828	24864	37722	18796
17546	6881	13609	34237	33036	13971	13625	29317	7058	12037
17547	18564	42973	30694	38206	41221	40962	26101	45107	37522
17548	6829	44507	34840	36375	44983	45082	44276	44721	42759
17549	9567	12762	31411	18228	9515	9574	44585	4797	2004
17550	6866	32872	28066	38229	38015	37628	18624	33782	19929
17551	9896	15380	30381	35434	6332	6877	36433	15550	27217
17552	13116	39613	25631	25895	36436	36504	25517	37584	34824
17553	6892	14374	34309	33376	16382	16798	40928	13000	3365
17554	11843	35204	33605	29647	31028	31425	43034	30359	31722
17555	6907	26594	36311	18225	23158	24912	45151	14153	37767
17556	16990	17421	36319	18243	4635	5127	45088	10482	574
17557	13271	41504	31422	11486	43471	43415	44209	43472	35378
17558	18154	35829	36417	18433	29218	28543	45156	33990	15596
17559	9615	38776	36430	18464	36415	37895	45152	36944	22325
17560	10334	22342	36562	18787	16111	16266	45153	18024	14117
17561	8582	6816	36575	11628	3176	3341	45124	4501	25192
17562	8580	16348	36581	18823	8179	8258	45154	19374	27300
17563	6909	22679	36627	18926	20192	21466	45050	17326	2498
17564	18593	42809	36635	18945	39104	39524	45155	39937	19986
17565	10902	23082	36673	11676	31717	32173	45125	23812	40979
17566	19506	29289	36750	19233	25651	27014	45157	24216	7182
17567	6905	27186	36841	19418	31767	32053	45158	23733	27662
17568	18360	42349	36870	19497	44023	44049	45162	43399	33384
17569	7848	29023	36912	11815	26185	25795	45128	30570	20489
17570	16243	29161	37120	20108	24621	24250	45130	23280	6450
17571	17500	43290	31957	12185	44509	44311	38311	43905	35958
17572	15807	36292	37549	21300	29356	28796	45159	32754	19449
17573	11841	25853	32126	8897	31937	32583	44291	36840	32968
17574	14884	41922	32137	22035	42658	42850	44347	42038	36833
17575	6914	19597	32168	22185	10035	10051	45100	11594	1757
17576	19088	39526	32708	24894	36788	39596	40129	39197	20171
17577	16680	28004	33099	13670	30393	30139	40349	33731	27235
17578	19857	34586	39994	28175	25953	33617	45160	34624	13992
17579	11851	25123	40073	28387	32984	33909	45163	24046	30750
17580	8583	39979	40521	29657	41157	42282	45165	38514	39267
17581	14065	39754	33626	5247	44000	44322	38397	44534	22507
17582	14754	39762	33697	9919	42310	42269	41803	43244	21976
17583	6904	35755	41158	31449	37739	37424	45161	32292	5372
17584	14541	35228	33955	5307	44198	44539	36732	44766	33632
17585	6906	44226	44520	42595	42433	42105	45164	44959	40825
17586	6908	43162	44671	43144	44234	44552	45166	44955	37711
17587	6903	44576	44936	44239	44783	45000	45167	43849	44343
17588	13285	11498	36567	18795	3077	3092	45123	12091	15110
17589	17427	33699	14091	22749	25183	24312	16612	33689	15167
17590	10872	36419	27335	28351	38664	38587	29309	34311	29354
17591	22808	38944	20152	44386	43816	43692	23079	43533	29733
17592	27056	39293	29598	27958	32435	33364	36833	39451	23875
17593	20687	26871	14527	37270	19760	19367	12302	20721	11677
17594	18115	35524	11337	30760	40534	39730	12238	38555	28533
17595	14315	14217	25193	5642	31813	31929	23018	32599	27752
17596	23620	16016	30154	33363	19730	19104	34441	10843	12095
17597	24226	12353	24254	12062	15641	16878	25984	8552	43620
17598	17922	28039	16208	36724	19623	20994	15492	23732	23506
17599	20809	21161	25203	8437	37228	36801	26176	33750	23174
17600	14129	16488	34041	2180	42479	42530	41473	41636	34540
17601	12800	41767	21008	35804	43330	43405	31454	40585	9822
17602	26700	13113	21943	25500	8141	7991	23434	6473	14998
17603	11699	41578	37855	22095	43100	42950	45119	42087	37057
17604	23622	10894	27147	26142	2107	1991	28738	6500	41891
17605	13565	28237	33807	30686	38729	40666	34301	38661	39990
17606	21244	8837	13315	42918	3090	3231	13092	4103	21817
17607	18638	42661	35848	42086	42542	42474	44274	42459	37779
17608	17936	12349	25168	17818	11510	11585	25905	7726	8182
17609	19514	20687	11715	25670	16465	16183	12455	13326	9385
17610	25688	22878	24567	9695	25768	25255	25031	32557	10876
17611	26690	19664	29574	13859	16343	19279	35565	21545	13119
17612	12968	26721	35730	41272	31686	30920	39539	22114	17795
17613	8581	37547	44975	44394	37961	39918	45147	34283	15169
17614	23944	36539	21230	20039	33079	33515	25964	39403	33365
17615	35228	43795	28563	44901	44567	44433	28092	44484	40451
17616	19480	13534	18033	12179	9467	9161	18022	16584	15790
17617	24306	44590	26946	23208	44316	44232	27555	44182	35173
17618	24907	20522	25047	17191	26581	26688	27514	24957	24437
17619	19438	18211	23384	22121	7956	8464	23443	13412	6326
17620	12582	10076	24569	3548	28153	28744	35191	25596	16118
17621	16333	10734	14090	12529	14625	14280	16304	10709	6701
17622	19364	43348	11426	21345	43414	43326	10075	43614	40363
17623	19136	24819	25758	28512	9658	9489	37416	36493	13998
17624	11835	9533	29009	8957	17049	18773	32004	8463	39811
17625	15203	7702	19777	1785	20415	21318	21081	24081	23659
17626	32672	11999	30113	33003	12655	12324	34440	5107	41440
17627	17349	39462	44383	42036	43380	43106	45144	41987	33691
17628	18626	26824	30377	35388	23868	23714	30120	25651	34790
17629	18883	44648	36315	18235	42877	42941	45087	43114	31859
17630	17464	38584	24974	38314	38682	37998	20970	42279	41760
17631	22462	43671	23109	40063	43737	43675	26339	42334	37653
17632	17678	19885	11619	43483	29401	27871	11325	22230	29775
17633	10984	6843	21777	4835	5783	5901	24358	13366	13607
17634	13206	22849	12342	37865	21012	20114	12240	25322	27022
17635	11231	9554	20787	12782	9416	9172	21638	10092	10618
17636	26448	12236	26163	36392	13886	14100	34233	8240	35764
17637	24448	25608	31431	11505	26019	26405	42511	28013	12312
17638	14064	7795	20896	7577	6611	6851	24161	10434	28424
17639	16989	13742	28805	20398	4414	4124	42445	30163	32073
17640	19105	15805	14262	34732	9231	9568	14497	10175	3186
17641	29155	35335	27022	24327	25803	25463	29720	37574	25963
17642	27314	13977	23712	14998	11416	11857	19747	11491	14236
17643	22536	42060	20828	26368	42416	42280	24055	40840	22810
17644	19152	23448	33185	27551	23781	23212	33312	18845	5773
17645	10398	11478	24079	42256	12795	11970	20617	9937	26042
17646	13807	37527	26630	18597	33359	33356	32109	30250	5679
17647	24276	32166	16220	38765	22241	21522	14064	28371	22989
17648	20109	31366	33146	9545	40368	40596	42269	36997	19494
17649	21508	30358	31406	45047	34075	34593	39703	28878	37315
17650	10791	35151	23180	4797	43654	43510	25841	43820	42981
17651	12682	43253	24030	40627	38738	39663	28212	41553	29875
17652	20923	8244	20855	9599	13743	13566	20817	8721	37646
17653	22190	23108	26812	21324	22412	21988	34783	19687	19691
17654	20420	27277	16939	18121	32434	33060	14504	26772	28141
17655	19993	23929	25856	29961	10683	10306	27971	29094	16862
17656	23132	9207	19218	15986	6559	6382	18758	7672	33689
17657	19250	29885	21051	16573	33089	33163	18346	35779	20268
17658	18449	15240	29879	30603	18417	18397	32130	9987	7486
17659	16859	8121	18838	15841	8882	9329	19450	6862	15660
17660	17051	6203	13760	8848	10348	11622	13801	7134	43262
17661	18296	35865	11901	23237	35883	37347	13042	26142	30001
17662	19405	20159	11036	41220	24709	24221	11390	18899	26395
17663	25459	27318	18219	38456	31045	31190	19462	29400	41850
17664	34025	13912	35759	41424	10213	11173	31063	13343	9568
17665	17058	11559	27506	30633	9501	9854	22384	5877	28681
17666	10249	21396	23937	38285	18741	19344	23384	28411	44725
17667	22873	15131	41611	32779	17662	17210	45141	9625	3302
17668	16165	39076	19384	22000	40620	40185	20188	39361	40691
17669	22725	24814	13939	36070	23251	23089	13184	21919	35109
17670	28793	14480	23975	39021	8659	8567	25016	11946	9609
17671	19724	7630	14729	8842	11347	11078	14224	8839	42299
17672	18836	11972	17001	5973	22190	21006	16335	22682	26392
17673	25492	41090	20441	33423	38755	38294	20937	40049	34499
17674	11116	1641	10808	1726	3376	2772	10638	1456	44651
17675	21024	19935	21642	16918	20681	20756	26523	26723	13170
17676	14409	10984	11871	6714	21320	21061	10727	18195	9766
17677	20912	15778	29447	26468	10239	10201	31925	11662	11896
17678	18401	20466	22955	35565	20042	22074	23375	16347	4067
17679	21440	26731	37119	20103	18030	18646	45129	27935	17991
17680	31648	22734	31395	44944	19613	20399	27386	19588	4462
17681	20878	29926	24214	19514	20218	20382	22417	22280	7010
17682	16357	5495	12432	8540	6173	6027	13524	3240	43069
17683	26808	12276	32145	22087	7638	8094	41143	12438	9639
17684	15261	10298	13679	29459	2910	3016	11539	6068	15559
17685	19671	16126	19416	9204	27350	26330	19240	20483	37585
17686	12583	12005	21601	10790	23794	24086	20462	11397	34502
17687	18934	9267	20371	7578	21766	22697	19663	9193	41612
17688	24004	34200	23024	37498	38396	37798	23227	35097	37724
17689	19760	23139	12178	27796	28428	27503	12920	19724	20709
17690	21546	11082	25730	5182	18712	18426	24259	26688	33060
17691	23442	18436	24560	28335	15512	16102	25743	11449	37748
17692	20017	38416	17577	30000	39632	39369	18223	40699	30469
17693	16953	19752	23805	34700	15182	14662	23490	15838	17428
17694	28391	23546	21752	44652	24024	23300	18457	19410	8773
17695	21392	21941	23586	28309	17180	17040	25380	38156	33470
17696	23357	22530	30676	38070	26835	27951	40370	16417	40555
17697	20013	41318	14815	36693	33607	33272	14419	40951	25102
17698	14526	4097	11173	9669	656	609	11957	1565	38027
17699	20332	17033	34076	32161	21236	20407	43994	16433	34128
17700	24833	23198	25067	40709	22631	21854	27036	27224	25354
17701	17948	27968	21584	16263	38708	37922	23704	35865	22350
17702	27272	31022	25253	45108	30942	30818	22798	27691	12444
17703	25228	34281	35131	37958	31320	30847	36474	37275	4669
17704	9504	12335	20154	18130	21322	20563	19274	12952	18444
17705	19540	8226	14399	16292	14554	13588	15876	4900	10525
17706	22419	27436	15924	23307	21156	21963	16308	18490	24705
17707	23636	27840	15024	43624	33168	32041	13302	20307	21182
17708	23446	39101	20264	24375	37058	37024	23092	36869	591
17709	29925	40046	32439	23498	39817	40395	40648	40765	33302
17710	19799	10173	24684	10062	14760	15066	26184	15176	3964
17711	22184	37837	37453	21054	34827	34615	45097	33854	21052
17712	14889	42533	35791	41652	39735	39523	43358	40565	37717
17713	20337	17322	44557	42705	15763	13645	45000	26059	39602
17714	21589	28244	17916	16266	38018	37196	16411	39596	37635
17715	16230	35793	8944	42239	38012	37609	8471	37389	31960
17716	13287	24622	28173	16992	21934	22217	27355	26646	4489
17717	10866	24742	24506	27061	19131	18791	29546	23603	20467
17718	15703	3701	22207	15763	971	1007	22194	1378	30758
17719	24493	31826	21734	43583	30146	30556	19813	26567	5029
17720	29494	19557	39183	25934	8225	8532	44861	14021	914
17721	22125	16085	26869	8891	21920	21878	35422	22467	15820
17722	33901	37160	29535	27381	34907	37548	36083	32727	13752
17723	18452	14679	19009	22340	5306	5243	24648	10904	876
17724	25568	24232	18418	28217	13697	13463	18677	36768	36879
17725	15747	5709	12653	6422	4185	4151	13226	6254	44121
17726	15394	17724	17991	6755	33180	32644	18325	32592	19058
17727	20196	22934	12598	42204	29036	28749	11511	25134	30459
17728	16407	24297	14846	40764	16214	17470	14978	23462	5916
17729	21504	20803	26905	22528	27392	27116	39000	19752	40106
17730	16343	10119	24924	16345	3832	3719	25724	11088	1335
17731	25865	15702	21451	14567	16430	16589	19854	13346	8544
17732	25640	26682	22119	15096	36312	36373	21040	23126	35209
17733	18928	21091	23804	34639	8409	8445	23647	16545	5969
17734	14707	33072	44991	44459	36193	36561	45148	23323	19706
17735	15556	28685	23862	10662	31726	31176	37046	38472	7170
17736	13996	16215	18076	25498	23703	24380	17022	12706	17437
17737	12277	43023	33785	30565	43504	43636	44720	43597	24971
17738	17520	21477	23200	42929	27207	26937	27422	19129	29914
17739	29182	21264	23185	42447	13615	13965	23198	18908	17987
17740	16516	26318	22385	42155	32047	32843	22470	19951	34575
17741	14226	21821	13085	33822	11881	11855	14376	18417	36034
17742	22771	21386	19297	42273	18214	19065	19096	18833	36949
17743	11429	7509	18884	10895	8895	9732	17536	7573	1584
17744	9127	41162	11749	38191	42714	42417	12475	39374	36087
17745	24863	43425	26173	36542	43295	43063	26924	42584	32307
17746	17672	9152	15411	7473	12619	12267	12906	10814	26922
17747	24887	21925	21179	43873	13365	13590	19960	15017	2644
17748	14036	29873	29926	31141	29456	28967	29197	26757	38430
17749	19340	20066	19905	30162	20310	19446	17520	22708	2001
17750	12938	21956	11688	41989	25978	25646	11558	21353	22417
17751	10317	26366	28262	40607	29109	28067	28412	26099	20107
17752	14610	35473	26697	19696	32799	33411	43033	28733	37867
17753	23364	21985	39566	26947	18039	18436	45101	13435	15765
17754	15266	16752	10918	25885	10703	10357	11078	10992	15565
17755	20643	37253	24084	42314	33041	32877	26475	36330	11172
17756	20379	28401	21669	40232	31759	31419	23439	29842	28480
17757	17679	32081	9711	35328	30802	31161	8284	26337	28509
17758	14689	13598	14946	7697	24790	24978	15999	22170	15779
17759	28196	22316	26621	11558	19664	19529	40073	22854	36692
17760	11540	20548	18311	19330	14431	14386	18263	17578	16145
17761	10344	6928	25932	838	29121	28873	25042	42244	33506
17762	16609	30571	23730	15107	23720	23062	31453	38382	30455
17763	31488	19082	29940	31262	22679	22319	40348	13905	16183
17764	15781	13946	12667	11157	15747	16033	12395	19184	5932
17765	12446	13533	16375	10335	30422	30853	9174	13093	42937
17766	22211	36086	20668	44530	25268	25215	20235	34136	30309
17767	25095	28120	16631	36879	31748	31853	17161	20128	41043
17768	15914	27722	11661	14457	30020	29998	11363	31904	24857
17769	23705	28257	25546	23662	32415	32856	37625	30842	39881
17770	26065	28921	25324	11826	27608	26895	27213	31210	16790
17771	30295	27970	26989	24003	29662	29519	32713	32034	25278
17772	11622	2856	12525	2863	3649	3503	12787	1714	28416
17773	17302	12735	23787	10361	23999	23802	23755	19009	33585
17774	23555	33614	22400	42770	37434	37685	21931	33250	43631
17775	25404	7985	33329	28271	30983	29160	44409	22667	9138
17776	16005	18190	20643	6745	31135	31603	17047	28112	1676
17777	29346	39958	28792	8711	44241	44218	35033	44761	37908
17778	25701	23769	25755	28445	28827	29710	29662	16849	37374
17779	20080	43988	17636	35174	42499	42051	17846	43846	41245
17780	23297	19994	24912	10738	37976	37155	26039	34386	31523
17781	19131	19149	23953	38657	22796	21686	25900	17884	36934
17782	19954	17907	18562	39226	17380	16756	21430	15029	40566
17783	13402	24495	22728	6126	37426	37149	22930	36563	13877
17784	19584	21506	28631	18680	15804	15461	23531	16901	3080
17785	21695	35214	24391	24322	34457	34170	33837	31910	20059
17786	14946	18137	22092	31198	10357	12487	22895	15562	25067
17787	16275	40254	27215	26960	37118	37283	22920	43386	34795
17788	28442	37880	35044	37504	35472	35508	34889	37054	24864
17789	24640	24008	24923	37068	16070	15180	21575	26325	24510
17790	13446	21238	11459	15956	26334	26251	10269	27905	40426
17791	14615	19063	21364	13608	21302	20793	30825	35871	33301
17792	23720	40210	21376	27439	41689	40822	22204	43291	44085
17793	17379	7801	17688	5603	21438	20701	15635	13416	20639
17794	18224	26353	22847	10114	39679	39293	25108	38281	28614
17795	24169	31818	17237	22364	28507	27863	16794	31305	11782
17796	22360	21741	26413	41296	13930	13951	35122	15810	10833
17797	17510	23815	30036	15055	31965	32269	28059	30591	14883
17798	18088	10675	20567	8280	23432	22171	19610	12970	20600
17799	22023	9436	15545	20774	8036	7639	17680	3931	39648
17800	7018	15516	13795	29888	18757	19417	15463	6887	42006
17801	24615	13663	16980	23169	10309	10934	19329	4935	29794
17802	27741	20818	22960	35744	12854	12086	26513	30490	31921
17803	27515	13666	36150	44038	10064	11310	42821	9142	23946
17804	14316	28033	24532	27734	27933	27165	28276	28236	25445
17805	12898	18743	9133	17188	35604	34084	8867	30976	39679
17806	14518	30373	28415	42941	36016	35706	43840	34181	22602
17807	17499	29322	26583	44762	35606	34600	33056	33742	20291
17808	21268	10204	20029	16624	18331	18495	20340	10855	10339
17809	16428	8405	18972	11601	13321	14070	20686	7900	38222
17810	16652	14471	20894	14392	21331	22069	24860	17628	3872
17811	36331	27218	44961	18102	35771	34829	40730	38372	33786
17812	11547	9784	8883	8248	6304	6158	7789	12335	3242
17813	18255	27151	11343	33604	26767	25806	9824	25853	33164
17814	23402	32463	25175	43154	30212	29834	26666	33329	14349
17815	27483	16969	31497	18648	6280	6693	29360	9148	832
17816	13369	13259	13254	13780	8768	8555	13573	29061	10847
17817	20066	27056	26691	19648	24879	24115	30317	26485	28160
17818	19303	24532	11407	39288	23356	22450	9736	22154	30134
17819	12297	36048	20018	37627	31056	30176	20840	37119	31271
17820	17577	16910	9831	39948	4498	4482	8530	12296	10257
17821	17375	17448	30544	36905	11819	13317	38452	10788	17058
17822	23509	27654	18142	30746	31793	30755	18086	29733	42143
17823	26905	37878	34666	35534	39056	42083	40724	34258	40653
17824	14087	10450	9072	9337	12598	12484	9085	11851	663
17825	15594	5740	18039	4957	11578	11771	18868	5003	17394
17826	13853	36541	21253	12151	36077	36358	23691	40596	38233
17827	20974	36377	27513	30711	36361	35659	29461	37809	39466
17828	24237	39457	15955	27523	33103	32887	14229	34520	25643
17829	10004	5285	10026	6950	3384	4830	8837	4366	6678
17830	32893	25548	30670	38024	31590	30613	35347	21341	34586
17831	18161	27267	11142	41307	24369	23548	9715	34108	11342
17832	17671	22352	26201	16339	32598	33362	22376	26662	32066
